OBJECTID,PLAN_NO,BHC_TYPE,BHC_VALUE,SHAPE_Leng,Shape__Area,Shape__Length
1499,S/H15/33,BHCS,1,315.670150298,6633.048828125,341.643650510196
1500,S/H15/33,BHCS,2,203.667717401,2412.634765625,220.276502166065
1501,S/H15/33,BHCS,8,317.61270021,6322.435546875,344.270961869192
1502,S/H15/33,BHCS,1,2120.22811808,52782.046875,2297.31856143665
1503,S/H15/33,BHCS,5,172.767689079,2039.310546875,187.087571896712
1504,S/H15/33,BHCB,80,630.117290409,15620.416015625,681.700440351459
1505,S/H15/33,BHCS,1,878.382742999,41943.130859375,951.336907467939
1506,S/H15/33,BHCS,1,570.853267343,23098.51171875,618.096549798043
1507,S/H15/33,BHCS,1,55.2087130359,210.4921875,59.749332316501
1508,S/H15/33,BHCS,7,715.082853498,35847.814453125,774.401951738409
1509,S/H15/33,BHCS,2,857.381907637,22071.51171875,928.98361402431
1510,S/H15/33,BHCB,150,637.854341733,23766.64453125,690.485145413554
1511,S/H15/33,BHCB,120,280.345630304,4936.669921875,303.807092823968
1512,S/H15/33,BHCS,8,577.475876769,19493.001953125,626.171925905462
1513,S/H15/33,BHCS,8,638.786857059,15190.732421875,690.907068883436
1514,S/H15/33,BHCS,2,1326.66019372,50940.408203125,1436.81174157668
1515,S/H15/33,BHCS,3,1785.01261946,63564.4453125,1933.79482410429
1516,S/H15/33,BHCS,10,257.462819771,4603.462890625,279.004860501176
1517,S/H15/33,BHCS,2,558.045449597,21781.751953125,604.451569842514
1518,S/H15/33,BHCS,2,617.069669047,13950.1953125,668.560099938329
1519,S/H15/33,BHCS,2,114.769488491,517.771484375,124.280720690159
1520,S/H15/33,BHCB,110,1317.21745542,71148.56640625,1425.14281508289
1521,S/H15/33,BHCS,11,269.740990124,5266.296875,292.073028306132
1522,S/H15/33,BHCS,4,206.949875259,2957.15234375,224.210286710836
1523,S/H15/33,BHCS,4,139.911931302,1055.412109375,151.471747762253
1524,S/H15/33,BHCS,4,166.681091583,1919.400390625,180.37522640882
1525,S/H15/33,BHCS,4,216.456975667,3579.890625,234.325342925872
1526,S/H15/33,BHCS,6,138.514112347,1323.48046875,150.005816409585
1527,S/H15/33,BHCS,6,263.421471341,4430.021484375,285.089503801873
1528,S/H15/33,BHCS,7,180.361742022,2200,195.484698110435
1529,S/H15/33,BHCB,85,868.774394594,11551.330078125,939.450070962742
1530,S/H15/33,BHCB,70,209.590940867,1672.708984375,226.995862612746
1531,S/H15/33,BHCS,7,220.428761441,3011.587890625,238.726141899653
1532,S/H15/33,BHCS,14,557.009575514,18380.5859375,603.102324542304
1533,S/H15/33,BHCS,2,1109.50274096,40506.603515625,1201.30913599507
1534,S/H15/33,BHCS,8,630.828949869,19660.052734375,683.06205933779
1535,S/H15/33,BHCS,6,342.754681437,7558.591796875,371.533911745834
1536,S/H15/33,BHCS,1,1219.50613157,34551.80859375,1321.51773273978
1537,S/H15/33,BHCS,5,194.377689563,2807.24609375,210.565699485089
1538,S/H15/33,BHCS,3,193.86178557,1571.32421875,210.150131107497
1539,S/H15/33,BHCS,2,214.754274728,2070.22265625,232.672841616058
1540,S/H15/33,BHCB,110,620.680542392,13870.361328125,670.865886138646
1541,S/H15/33,BHCS,2,288.494586226,4581.3984375,312.22389149413
1542,S/H15/33,BHCB,100,532.624613031,8522.44140625,576.50046473984
1543,S/H15/33,BHCS,5,431.960310269,13239.353515625,467.489439543276
1544,S/H15/33,BHCS,5,389.757174901,9680.681640625,421.829820559521
1545,S/H15/33,BHCS,6,559.229386162,22933.806640625,605.657898123048
1546,S/H15/33,BHCS,4,1079.48661947,54958.646484375,1169.93882000773
1547,S/H15/33,BHCS,6,529.053563521,19069.76171875,572.546570727885
1548,S/H15/33,BHCS,8,356.388096315,9124.78515625,385.919915425285
1549,S/H15/33,BHCB,80,317.8755172,4985.88671875,344.534038915151
1550,S/H15/33,BHCS,1,902.682480173,55584.703125,977.01372939446
1551,S/H15/33,BHCS,4,429.952797693,13413.6796875,465.778782709189
1552,S/H15/33,BHCS,3,516.761685543,18020.939453125,559.285412540823
1553,S/H15/33,BHCB,110,378.209323336,7763.40625,408.962135891363
1554,S/H15/33,BHCS,11,524.874481687,11222.046875,568.525249916405
1555,S/H15/33,BHCS,11,360.215062359,5439.375,389.571361664086
1556,S/H15/33,BHCS,1,151.915672237,563.765625,164.881688324145
1557,S/H15/33,BHCS,1,149.488653835,1690.943359375,161.876943604315
1558,S/H15/33,BHCS,1,700.341277249,18411.044921875,759.34866044898
1559,S/H15/33,BHCS,12,541.242028744,17797.078125,586.017377486566
1560,S/H15/33,BHCS,12,510.97469618,14787.04296875,553.786494173625
1561,S/H15/33,BHCS,1,629.296698905,9211.4296875,682.741265269312
1562,S/H15/33,BHCS,2,551.994072703,18172.853515625,597.649787885773
1563,S/H15/33,BHCS,6,363.168709006,3030.16015625,392.818444122696
1564,S/H15/33,BHCS,1,194.675690066,1243.705078125,210.484982625571
1565,S/H15/33,BHCS,1,129.063116832,756.962890625,139.689248282459
1566,S/H15/33,BHCS,4,215.518060264,2643.73046875,233.644727503411
1567,S/H15/33,BHCS,6,313.385683518,4424.642578125,339.352633286051
1568,S/H15/33,BHCS,11,250.647852476,4020.744140625,271.504483964033
1569,S/H15/33,BHCB,100,303.136626001,3720.78125,327.999000291042
1570,S/H15/33,BHCB,85,194.258504399,2045.75390625,210.177014873566
1571,S/H15/33,BHCS,2,627.78879073,12515.640625,680.257283731215
1572,S/H15/33,BHCS,1,6865.77089714,514410.4375,7435.76647997335
1573,S/H15/33,BHCB,140,624.442011838,15232.75,675.989076715245
1574,S/H15/33,BHCS,1,122.67876193,1066.359375,132.868690877342
1575,S/H15/33,BHCS,2,1160.63005188,46637.998046875,1256.79795978763
1576,S/H15/33,BHCS,5,309.802851369,5030.171875,334.979292143499
1577,S/H15/33,BHCS,3,262.345234901,4408.552734375,283.913938700105
1578,S/H15/33,BHCS,3,837.84383966,30586.14453125,906.846216043711
1579,S/H15/33,BHCS,4,298.686539827,4412.9453125,323.599941926295
1580,S/H15/33,BHCS,8,201.36010855,2010.478515625,218.25455437971
1581,S/H15/33,BHCS,8,488.959867325,15216.654296875,529.04954525513
1582,S/H15/33,BHCS,8,398.542972117,6613.193359375,430.898449131421
1583,S/H15/33,BHCB,140,354.030288639,8672.265625,383.566810435008
1584,S/H15/33,BHCB,85,252.77948208,4188.341796875,273.821656058001
1585,S/H15/33,BHCS,2,1132.69044787,77977.78125,1226.14157492456
1586,S/H15/33,BHCB,170,783.674629459,44216.87109375,848.875532791548
1587,S/H15/33,BHCB,60,150.966009996,1568.841796875,163.597118768712
1588,S/H15/33,BHCB,40,385.226345062,5247.658203125,416.985389602145
1589,S/H15/33,BHCB,35,249.353438471,4111.02734375,269.953550190735
1590,S/H15/33,BHCS,2,250.281262423,4678.970703125,271.015235256197
1591,S/H15/33,BHCS,2,911.661762935,27953.912109375,988.304172739548
1592,S/H15/33,BHCS,2,1444.48181438,104770.169921875,1564.64296889451
1593,S/H15/33,BHCB,85,875.800002213,15852.599609375,946.824068849937
1594,S/H15/33,BHCS,3,190.321896624,2233.75,205.90518644523
1595,S/H15/33,BHCB,150,1075.6835474,84109.654296875,1164.97359921593
1596,S/H15/33,BHCB,100,157.532952561,1849.20703125,170.571880825368
1597,S/H15/33,BHCB,100,863.307621633,35567.654296875,934.7687487724
1598,S/H15/33,BHCB,160,396.284894667,10908.369140625,429.064819852999
1599,S/H15/33,BHCS,4,202.385493155,3138.494140625,219.092118625849
1600,S/H15/33,BHCS,2,556.893293603,4410.03125,601.568843743986
1601,S/H15/33,BHCS,2,424.865482803,4145.4296875,459.146805847308
1602,S/H15/33,BHCB,100,322.537358677,6165.255859375,349.205191419742
1603,S/H15/33,BHCB,100,175.353802598,1773.1953125,189.682401383792
1604,S/H15/33,BHCB,85,332.002595493,5535.7578125,359.035893797709
1605,S/H15/33,BHCB,125,1962.37523529,93843.029296875,2122.82690069488
1606,S/H15/33,BHCB,110,662.593892349,27852.912109375,717.513978781893
1607,S/H15/33,BHCB,35,396.483019252,12048.2265625,429.303019790681
1608,S/H15/33,BHCB,40,293.108592854,5393.90234375,317.011918319917
1609,S/H15/33,BHCB,100,365.31530329,7267.498046875,395.133505782626
1610,S/H15/33,BHCB,140,715.697648578,19963.935546875,775.769007936931
1611,S/H15/33,BHCS,7,282.791954058,4982.08203125,306.356293682539
1612,S/H15/33,BHCS,8,332.832406998,7175.6640625,360.680222783384
1613,S/H15/33,BHCS,8,298.699273881,6403.798828125,323.465060191707
1614,S/H15/33,BHCS,8,195.673761485,2651.005859375,212.071020482775
1615,S/H15/33,BHCS,8,533.515468079,17501.3203125,578.323315273904
1616,S/H15/33,BHCS,8,411.958317719,8377.923828125,445.951117297198
1617,S/H15/33,BHCS,8,487.685902528,13537.69921875,527.521687318102
1618,S/H15/33,BHCB,120,759.165990795,16456.4609375,823.317196021258
1619,S/H15/33,BHCB,150,858.505555633,28491.388671875,929.271515830556
1620,S/H15/33,BHCB,130,427.683602061,10510.75390625,463.141631014716
1621,S/H15/33,BHCB,100,365.758453679,9147.794921875,396.173452863087
1622,S/H15/33,BHCS,2,649.688071112,13365.93359375,702.366551801793
1623,S/H15/33,NBA,NBA,36.2331182742,84.958984375,39.2534949705086
1624,S/H15/33,BHCS,3,349.291397277,8958.376953125,378.521834875347
1625,S/H15/33,BHCS,4,2796.38072316,265380.1484375,3026.42224696241
1626,S/H15/33,BHCB,100,608.658314396,23220.51953125,659.042307823185
1627,S/H15/33,BHCS,7,161.81395368,1761.5390625,175.14989376939
1628,S/H15/33,BHCS,8,252.861666284,4595.759765625,273.763978703683
1629,S/H15/33,BHCS,8,297.294515778,5443.310546875,321.926175239722
1630,S/H15/33,BHCS,9,1334.7152946,68890.267578125,1444.23204662625
1631,S/H15/33,BHCB,120,367.18752365,9982.078125,397.7271595443
1632,S/H15/33,BHCS,1,222.922444982,3336.94921875,241.395982121271
1633,S/H15/33,BHCB,85,356.610373643,8997.224609375,386.057682721688
1634,S/H15/33,BHCB,100,335.380591308,6164.763671875,362.989601916642
1635,S/H15/33,BHCB,85,592.627772758,21060.806640625,642.568863625574
1636,S/H15/33,BHCB,85,448.706479459,10025.060546875,486.870787901656
1637,S/H15/33,BHCB,100,312.243954592,6545.099609375,337.810158150525
1638,S/H15/33,BHCB,120,500.321788315,11041.306640625,541.149813010998
1639,S/H14/13,BHCS,1,148.654971004,1285.9609375,161.082747742426
1640,S/H14/13,BHCS,1,70.6758363629,285.484375,76.5766022315432
1641,S/H14/13,BHCS,2,160.112702893,1920.978515625,173.607532709372
1642,S/H14/13,BHCS,1,138.778402966,1085.603515625,150.436664813805
1643,S/H14/13,BHCS,1,165.385337773,1394.87109375,179.153809977398
1644,S/H14/13,BHCS,1,226.486411868,3585.1875,245.334849113199
1645,S/H14/13,BHCS,1,317.043225511,7841.83984375,343.549626108519
1646,S/H14/13,BHCS,8,147.737895314,1588.04296875,160.015635167513
1647,S/H14/13,BHCS,5,576.788534078,15185.3359375,625.518352258376
1648,S/H14/13,BHCS,9,351.616269581,6705.228515625,380.906157103025
1649,S/H14/13,BHCS,2,66.7599008324,277.255859375,72.2430903184663
1650,S/H14/13,BHCS,4,209.475107848,3266.017578125,226.941799169809
1651,S/H14/13,BHCS,2,104.114063345,568.0859375,112.637733728914
1652,S/H14/13,BHCS,2,331.06734009,7903.865234375,358.336642025565
1653,S/H14/13,BHCS,2,101.40225426,691.521484375,109.745048121399
1654,S/H14/13,BHCS,8,360.804661426,7493.35546875,390.934873314819
1655,S/H14/13,BHCS,8,522.12003259,18399.791015625,565.458981696753
1656,S/H14/13,BHCS,2,682.751520692,11700.306640625,739.217694529296
1657,S/H14/13,BHCS,2,1079.33238997,16065.0859375,1168.21839825505
1658,S/H14/13,BHCB,165,279.337482986,5001.697265625,302.53023468458
1659,S/H14/13,BHCB,190,243.812966317,4335.875,264.240695502011
1660,S/H14/13,BHCS,1,149.744195343,937.482421875,162.15263004222
1661,S/H14/13,BHCS,1,130.976633992,960.63671875,142.001099555743
1662,S/H14/13,BHCS,3,299.129803186,5567.7421875,323.741523860986
1663,S/H14/13,BHCS,2,1448.29508332,42260.1328125,1568.49652916867
1664,S/H14/13,NBA,NBA,311.473418644,6577.701171875,337.250007581872
1665,S/H14/13,BHCS,3,293.70060024,4539.189453125,317.991406484452
1666,S/H11/15,BHCS,2,80.80189264,255.396484375,87.4666982029617
1667,S/H11/15,BHCS,2,315.636620515,7889.9453125,341.906564643097
1668,S/H11/15,BHCS,2,430.470281394,2831.66796875,466.417133428719
1669,S/H11/15,BHCS,3,142.979904982,1434.705078125,154.974417487439
1670,S/H11/15,BHCS,3,101.675732382,614.17578125,110.122108386438
1671,S/H11/15,BHCS,3,80.4711283659,437.80859375,87.1813617992185
1672,S/H11/15,BHCS,3,338.293508518,7637.712890625,366.442010716887
1673,S/H11/15,BHCS,3,118.94227935,627.53515625,128.733054201122
1674,S/H11/15,BHCS,3,359.691120718,7293.4609375,389.394759312589
1675,S/H11/15,BHCS,8,389.202934141,8650.1640625,421.971313351807
1676,S/H11/15,BHCS,8,155.983684742,1704.25390625,168.875150058856
1677,S/H11/15,BHCS,3,212.007287022,1784.490234375,229.578062285097
1678,S/H11/15,BHCS,8,171.548351059,2067.529296875,185.840973200481
1679,S/H11/15,BHCS,1,152.257869016,1023.560546875,164.89747283574
1680,S/H11/15,BHCS,1,424.397249444,9899.8359375,459.806873863196
1681,S/H11/15,BHCS,4,139.847357936,1201.443359375,151.620928094328
1682,S/H11/15,BHCS,1,381.356846976,8902.9375,412.851716044787
1683,S/H11/15,BHCS,13,262.915065048,4114.875,284.534941868732
1684,S/H11/15,BHCB,170,227.141745917,3779.337890625,246.095919958124
1685,S/H11/15,BHCS,5,136.615900191,1109.408203125,148.045610449633
1686,S/H11/15,BHCS,10,96.8769646434,613.302734375,104.884236840577
1687,S/H11/15,BHCB,320,607.710836073,18437.7734375,658.751604139686
1688,S/H11/15,BHCB,220,339.736785648,7945.99609375,368.332728330382
1689,S/H11/15,BHCB,115,122.756385105,1107.888671875,132.989129899509
1690,S/H11/15,BHCS,2,180.362747816,2062.7578125,195.518731396074
1691,S/H11/15,BHCS,1,227.199202504,2220.18359375,246.259196135903
1692,S/H11/15,BHCB,160,482.617319079,15209.8125,522.956305548997
1693,S/H11/15,BHCB,180,373.295667111,3030.23828125,403.693856178886
1694,S/H11/15,BHCB,200,315.073500267,4260.279296875,341.0751389819
1695,S/H11/15,BHCS,8,215.416820983,3221.673828125,233.50306001041
1696,S/H11/15,BHCS,10,265.075526094,4125.884765625,287.212283673395
1697,S/H11/15,BHCS,8,252.516821569,4271.826171875,273.444090712136
1698,S/H11/15,BHCB,190,626.858472079,12521.93359375,678.146371767475
1699,S/H11/15,BHCB,180,209.189639475,2230.208984375,226.734349673658
1700,S/H11/15,BHCB,180,416.187307591,9038.3828125,450.649452383286
1701,S/H11/15,BHCB,230,381.39496502,8559.068359375,412.939694590448
1702,S/H11/15,BHCB,200,411.880463412,8939.775390625,445.831692349689
1703,S/H11/15,BHCB,200,338.159667648,6239.134765625,365.726469864909
1704,S/H11/15,BHCB,170,117.270947344,767.552734375,127.067200465767
1705,S/H11/15,BHCB,170,95.7570423604,664.4609375,103.725454666038
1706,S/H11/15,BHCB,200,148.398955307,1319.193359375,160.693859796937
1707,S/H11/15,BHCB,200,102.174739322,672.978515625,110.662624876388
1708,S/H11/15,BHCB,200,263.155091924,4883.146484375,284.94800793683
1709,S/H11/15,BHCB,300,252.161464597,4906.373046875,273.173117206481
1710,S/H11/15,BHCB,270,224.584882873,2878.80859375,243.105251853562
1711,S/H11/15,BHCB,300,548.206244691,13114.767578125,593.384115131047
1712,S/H11/15,BHCB,260,323.109351798,7355.4140625,349.656611650306
1713,S/H11/15,BHCB,200,504.252278285,15930.71875,546.008671732246
1714,S/H11/15,BHCB,200,166.202350545,1330.623046875,180.181996792009
1715,S/H11/15,BHCB,200,307.975529556,5687.283203125,333.374240534356
1716,S/H11/15,BHCB,200,210.082351217,3568.69921875,227.676353307669
1717,S/H11/15,BHCB,200,381.109943343,9247.466796875,412.349176876077
1718,S/H11/15,BHCB,260,219.207349742,3360.451171875,237.15122611887
1719,S/H11/15,BHCB,280,385.049865431,5951.34765625,416.87411124408
1720,S/H11/15,BHCB,280,174.626297209,2265.017578125,189.164701413005
1721,S/H11/15,BHCB,210,210.283369181,3035.466796875,227.91156342804
1722,S/H11/15,BHCB,210,89.2825648637,535.6015625,96.7581509237698
1723,S/H11/15,BHCB,210,433.684089905,9334.5625,470.286361241433
1724,S/H11/15,BHCS,4,139.29864823,1207.091796875,150.757190572636
1725,S/H11/15,BHCS,8,518.137364663,14789.685546875,561.247679771961
1726,S/H11/15,BHCS,4,556.244857454,9167.138671875,602.437667582644
1727,S/H11/15,BHCS,1,138.983209149,1150.14453125,150.485749044877
1728,S/H11/15,BHCS,10,303.489633921,5477.4375,328.770458063283
1729,S/H11/15,BHCB,200,361.549524164,8514.392578125,391.70765846278
1730,S/H11/15,BHCS,1,227.939676921,2916.5703125,246.612602256935
1731,S/H11/15,BHCB,160,464.04639458,8599.26953125,502.167444293728
1732,S/H11/15,BHCB,190,773.380317215,24039.302734375,836.879688833113
1733,S/H11/15,BHCB,160,238.789290973,3107.201171875,258.680938371444
1734,S/H11/15,BHCB,145,731.612570173,14686.09375,791.539691338542
1735,S/H11/15,BHCB,165,418.595497287,6956.03125,453.308589571323
1736,S/H11/15,BHCB,170,314.390406141,6195.166015625,340.193185656456
1737,S/H11/15,BHCB,200,308.010077744,6612.716796875,333.820153533469
1738,S/H11/15,BHCB,185,402.524246956,5456.1171875,436.164820458322
1739,S/H11/15,BHCB,170,382.697186102,7380.609375,415.039152852605
1740,S/H11/15,BHCB,170,205.683501823,3127.673828125,222.849612615915
1741,S/H11/15,BHCB,215,262.746773,3027.57421875,285.042064322901
1742,S/H11/15,BHCB,200,420.745785499,7357.658203125,455.05481205116
1743,S/H11/15,BHCB,230,557.877408808,10985.435546875,604.052782722691
1744,S/H11/15,BHCB,230,329.344664733,8117.111328125,356.997547996904
1745,S/H11/15,BHCS,12,456.113559479,5816.458984375,494.186345758137
1746,S/H11/15,BHCS,7,464.275408606,13995.71484375,503.278823901383
1747,S/H11/15,BHCS,1,68.4874339875,318.39453125,74.1751093487007
1748,S/H11/15,BHCB,170,152.741152798,1740.119140625,165.539423946683
1749,S/H11/15,BHCS,1,247.102093215,2610.376953125,267.858085237015
1750,S/H11/15,BHCS,1,251.228992503,2472.73046875,272.310286984391
1751,S/H11/15,BHCS,1,284.240637293,2679.994140625,308.107028785363
1752,S/H11/15,BHCS,1,266.916999489,2591.80078125,288.966262797812
1753,S/H11/15,BHCB,170,225.34970623,3596.28515625,243.985416015266
1754,S/H11/15,BHCB,200,403.112047932,8238.56640625,436.638979009118
1755,S/H11/15,BHCB,185,239.680777031,3141.623046875,259.319503262346
1756,S/H11/15,BHCB,170,568.076960709,7650.15625,614.567350163912
1757,S/H11/15,BHCB,180,193.93465388,2948.10546875,209.96840393171
1758,S/H11/15,BHCB,215,577.639124449,10462.46875,625.885883767736
1759,S/H11/15,BHCS,3,172.454628944,2153.943359375,186.70548712834
1760,S/H11/15,BHCS,5,92.2688905384,511.6171875,99.9632123825883
1761,S/H11/15,BHCS,1,141.844348772,1381.6640625,153.720542895491
1762,S/H11/15,BHCB,140,171.489481303,2071.181640625,185.753544845331
1763,S/H11/15,BHCB,255,310.069642063,6539.79296875,335.752434232305
1764,S/H11/15,BHCB,170,156.257641233,1139.99609375,169.47932801319
1765,S/H11/15,BHCB,190,1065.53467981,29865.390625,1154.53639186595
1766,S/H11/15,BHCS,2,117.23785483,437.521484375,126.768873511256
1767,S/H11/15,BHCS,8,185.955655721,2428.265625,201.38261630361
1768,S/H11/15,BHCS,4,246.587279756,4414.251953125,267.069514916836
1769,S/H11/15,BHCS,12,145.505513846,1466.46484375,157.753013029202
1770,S/H11/15,BHCS,8,356.293759437,4832.25,385.701612984992
1771,S/H11/15,BHCB,245,1939.83365806,64733.359375,2100.50794988319
1772,S/H11/15,BHCB,170,555.33319204,14316.333984375,601.80388418156
1773,S/H11/15,BHCB,185,365.132270333,6649.423828125,394.943595433114
1774,S/H11/15,BHCB,130,627.835276258,12417.607421875,679.073195784972
1775,S/H11/15,BHCS,3,164.097994364,1387.69140625,177.668838325873
1776,S/H11/15,BHCB,190,137.594561846,1082.82421875,149.222078936522
1777,S/H11/15,BHCS,15,370.31646309,5156.935546875,401.353895005347
1778,S/H11/15,BHCS,1,284.377042626,5038.029296875,308.459028508652
1779,S/H11/15,BHCB,230,1651.52743651,58594.431640625,1788.3209645516
1780,S/H11/15,BHCB,180,526.658034123,9669.42578125,569.6065140324
1781,S/H11/15,BHCB,170,382.130233561,7718.9765625,413.381299763397
1782,S/H11/15,BHCB,150,265.600930325,3481.3046875,287.272727564944
1783,S/H11/15,BHCB,120,199.896327671,1417.451171875,216.796634823981
1784,S/H11/15,BHCB,185,202.643847165,2211.767578125,219.651767086838
1785,S/H11/15,BHCB,200,170.728812486,1448.71875,185.044528391705
1786,S/H11/15,BHCB,160,341.824974836,6988.263671875,370.275036310581
1787,S/H11/15,BHCB,180,388.290054336,5471.267578125,420.791470422611
1788,S/H11/15,BHCB,160,808.441742157,13228.216796875,874.601892669433
1789,S/H11/15,BHCB,235,591.623519169,19979.931640625,640.213597614382
1790,S/H11/15,BHCB,115,282.393263324,4260.859375,305.500041210036
1791,S/H11/15,BHCB,165,715.59198587,26430.177734375,774.663541154267
1792,S/H11/15,BHCB,320,357.810715986,7577.5078125,388.110621662616
1793,S/H11/15,BHCB,290,493.176389374,14803.08203125,534.081532432832
1794,S/H11/15,BHCB,200,356.025374131,5946.1015625,386.0739952196
1795,S/H11/15,BHCB,240,361.520024681,8050.55078125,391.825308190667
1796,S/H11/15,BHCB,170,211.510860323,2436.013671875,229.225365877341
1797,S/H11/15,BHCB,200,425.866147038,6674.591796875,461.618624039138
1798,S/H11/15,BHCB,160,757.082767192,21439.19921875,819.890809930467
1799,S/H11/15,BHCB,215,354.840516378,6176.763671875,384.240412279533
1800,S/H11/15,BHCB,215,312.827154212,4853.205078125,338.588483375605
1801,S/H11/15,BHCS,1,264.919912651,5071.376953125,286.887503009785
1802,S/H11/15,BHCS,12,182.356902067,2014.16015625,197.678345801099
1803,S/H11/15,BHCB,170,245.505907529,2991.861328125,265.868864863979
1804,S/H11/15,BHCB,95,377.454488038,3926.677734375,409.39469940462
1805,S/H11/15,BHCB,305,602.54205068,15127.46484375,653.090857285141
1806,S/H11/15,BHCB,180,272.151922892,2766.05078125,294.442246780252
1807,S/H11/15,BHCB,155,158.751349403,1894.98828125,172.027979213003
1808,S/H11/15,BHCB,200,154.077293807,1739.498046875,167.011340764308
1809,S/H11/15,BHCB,185,588.226587569,14717.76953125,637.342284320549
1810,S/H11/15,BHCB,150,234.71631108,3975.71875,254.083571374172
1811,S/H11/15,BHCB,125,122.665875215,819.873046875,132.869976645686
1812,S/H11/15,BHCS,1,247.885868521,4033.1796875,268.767484530344
1813,S/H11/15,BHCS,1,253.081621916,5175.78125,274.098040500595
1814,S/H11/15,BHCS,1,57.8065347132,244.65234375,62.6149712640407
1815,S/H11/15,BHCS,2,133.217264204,832.203125,144.153242056977
1816,S/H11/15,BHCS,2,101.947815743,842.546875,110.39404262852
1817,S/H11/15,BHCS,2,159.987363736,1286.15234375,173.425284695578
1818,S/H11/15,BHCS,2,49.9602455387,134.66015625,54.0845559029226
1819,S/H11/15,BHCS,2,85.2579793104,274.84375,92.2747668528672
1820,S/H11/15,BHCS,2,109.753671441,504.40234375,118.820466461826
1821,S/H11/15,BHCS,2,64.9113175716,290.85546875,70.2440686040048
1822,S/H11/15,BHCB,140,2433.09091877,92965.568359375,2633.40240370886
1823,S/H11/15,BHCB,160,1939.34575725,78115.166015625,2099.26096386986
1824,S/H11/15,BHCS,1,591.925201022,7145.263671875,640.650170114488
1825,S/H11/15,BHCB,120,1654.03935486,20474.056640625,1790.96054444797
1826,S/H11/15,BHCB,200,319.930083423,5115.494140625,346.47527839232
1827,S/H9/18,BHCS,3,1961.81867233,160608.767578125,2125.73085199885
1828,S/H9/18,BHCS,8,449.451089077,8494.59765625,487.419124998985
1829,S/H9/18,BHCB,100,200.384601848,2887.861328125,217.20529752094
1830,S/H9/18,BHCS,3,183.973435678,1374.46875,199.219069994368
1831,S/H9/18,BHCB,80,167.534519774,1455.595703125,181.206703176605
1832,S/H9/18,BHCS,1,112.451983817,542.0859375,121.662027381428
1833,S/H9/18,NBA,NBA,141.036605613,798.595703125,152.519646824616
1834,S/H9/18,BHCB,120,326.710390475,6545.01171875,353.476808686533
1835,S/H9/18,BHCS,6,212.707549682,3155.41015625,230.249043202715
1836,S/H9/18,BHCS,5,113.972760486,871.240234375,123.568590250087
1837,S/H9/18,BHCB,190,813.920691512,36431.841796875,881.382457893505
1838,S/H9/18,BHCB,100,453.926386191,7893.671875,491.100142494756
1839,S/H9/18,BHCS,4,436.234234169,11540.4609375,472.39828777958
1840,S/H9/18,BHCB,100,319.446067271,3520.494140625,345.7865000652
1841,S/H9/18,BHCS,3,137.669464267,1106.525390625,149.194689543735
1842,S/H9/18,BHCB,115,571.306592594,6952.89453125,618.992998527555
1843,S/H9/18,BHCB,100,182.518814689,2341.6484375,197.622091657511
1844,S/H9/18,BHCB,100,758.025471553,23341.373046875,822.54427447538
1845,S/H9/18,BHCS,1,27.1578148542,52.13671875,29.4039743725735
1846,S/H9/18,BHCS,1,52.5429066374,170.314453125,56.8577247486826
1847,S/H9/18,BHCB,100,241.637402546,3559.1796875,261.90014429904
1848,S/H9/18,BHCB,45,269.18545448,5210.2265625,291.544010886254
1849,S/H9/18,BHCS,8,306.447727316,6725.81640625,331.901255471627
1850,S/H9/18,BHCB,160,665.719515538,31995.138671875,720.883584899596
1851,S/H9/18,BHCS,5,138.065332109,1328.365234375,149.617251020236
1852,S/H9/18,BHCS,3,168.017082186,1279.552734375,181.746742847513
1853,S/H9/18,BHCB,145,801.809442801,34459.666015625,868.996428429257
1854,S/H9/18,BHCB,100,202.66240859,2940.875,219.699108474516
1855,S/H9/18,BHCB,100,240.254006198,3808.68359375,260.443899183439
1856,S/H9/18,BHCS,3,159.597498255,1628.77734375,172.912511262431
1857,S/H9/18,BHCB,100,222.246150958,2315.8359375,241.159988818653
1858,S/H9/18,BHCS,2,65.5495961992,313.04296875,70.9985824949963
1859,S/H9/18,BHCS,16,152.547156781,1587.8046875,165.253754642097
1860,S/H9/18,BHCS,4,153.848706619,1683.7109375,166.639135464688
1861,S/H9/18,BHCB,120,846.661416501,35614.166015625,917.145634797372
1862,S/H9/18,BHCB,145,271.009831375,5405.7109375,293.497974637589
1863,S/H9/18,BHCS,2,210.410244345,2185.212890625,227.93341937988
1864,S/H9/18,BHCS,10,145.484962346,1170.15625,157.39082137884
1865,S/H9/18,BHCB,100,357.155422882,5606.826171875,386.468005381464
1866,S/H9/18,BHCB,100,373.590927805,6498.19140625,404.7790071349
1867,S/H9/18,BHCB,100,176.770629887,1557.525390625,191.644799850518
1868,S/H9/18,BHCS,8,507.592283513,11553.119140625,549.811286088111
1869,S/H9/18,BHCB,100,539.647683724,8551.498046875,585.264765813901
1870,S/H9/18,BHCS,3,83.2851615975,476.751953125,90.2480845840685
1871,S/H9/18,BHCB,115,822.498570581,16479.251953125,890.780722705186
1872,S/H9/18,BHCB,100,297.582246659,5190.166015625,322.106171107922
1873,S/H9/18,BHCB,100,123.701969385,973.2890625,133.882212164388
1874,S/H9/18,BHCB,120,306.282656174,6657.1796875,331.769459410264
1875,S/H9/18,BHCB,80,200.178881229,2692.365234375,216.778293833361
