OBJECTID,PLAN_NO,BHC_TYPE,BHC_VALUE,SHAPE_Leng,Shape__Area,Shape__Length
3315,S/K1/28,BHCB,110,848.497748517,14813.900390625,920.867506908818
3316,S/K1/28,BHCS,3,48.4568909285,163.59765625,52.5242070218065
3317,S/K1/28,BHCB,110,228.221029835,3445.103515625,247.473838583451
3318,S/K1/28,BHCB,110,424.085379113,7405.642578125,460.328267789858
3319,S/K1/28,BHCB,110,317.331862546,7365.818359375,343.756691963336
3320,S/K1/28,BHCB,25,294.345411842,2807.435546875,319.195079177258
3321,S/K1/28,BHCB,75,301.451137194,5878.580078125,326.924739302586
3322,S/K1/28,BHCB,75,334.829420596,7845.595703125,362.880156691193
3323,S/K1/28,BHCB,25,716.182181755,15237.056640625,775.561266809422
3324,S/K1/28,BHCB,75,163.085836786,1613.388671875,176.487514647851
3325,S/K1/28,BHCB,37,211.013969345,2295.203125,228.814586298873
3326,S/K1/28,BHCB,24,114.312413502,632.05078125,124.055421019676
3327,S/K1/28,BHCB,26,279.011382606,5196.53515625,302.020731727926
3328,S/K1/28,BHCB,22,197.835794065,2285.947265625,214.080850196183
3329,S/K1/28,BHCB,15,700.247767588,22523.556640625,758.452534575539
3330,S/K1/28,BHCB,61,598.492669752,22110.6015625,648.301858634791
3331,S/K1/28,BHCB,110,472.423450463,10214.986328125,511.299583915401
3332,S/K1/28,BHCB,140.1,208.603989248,2136.24609375,225.636377739983
3333,S/K1/28,BHCB,130,442.661357263,6004.7109375,479.221098769988
3334,S/K1/28,BHCB,90,289.483002919,4766.0625,313.635801504219
3335,S/K1/28,BHCB,95,166.450757707,1913.763671875,180.345113635492
3336,S/K1/28,BHCB,95,331.223848547,4281.47265625,358.830690580667
3337,S/K1/28,BHCB,95,249.178181755,3380.751953125,269.924580338151
3338,S/K1/28,BHCB,95,213.646929775,2744.37109375,231.442210826589
3339,S/K1/28,BHCB,95,671.376085425,16238.931640625,727.351415391221
3340,S/K1/28,BHCB,95,601.320147509,11590.693359375,651.416710274348
3341,S/K1/28,BHCB,95,222.326686634,3533.779296875,240.891011923994
3342,S/K1/28,BHCB,95,357.072279178,7055.24609375,386.80588629643
3343,S/K1/28,BHCB,80,413.062435411,9889.021484375,447.42916912002
3344,S/K1/28,BHCB,80,270.845354563,5202.75,293.418672780055
3345,S/K1/28,BHCB,80,204.70457272,3056.099609375,221.786946677868
3346,S/K1/28,BHCB,80,343.682993495,7680.1328125,372.409933684772
3347,S/K1/28,BHCB,95,257.807760859,3576.62109375,279.215051668384
3348,S/K1/28,BHCB,90,337.917694927,5334.751953125,365.923244792275
3349,S/K1/28,BHCB,90,203.975010248,3086.572265625,220.976480635848
3350,S/K1/28,BHCB,90,219.10709622,3262.37109375,237.565028451955
3351,S/K1/28,BHCB,130,378.514089273,7124.828125,409.536502882403
3352,S/K1/28,BHCB,130,350.655187814,5162.66796875,379.443595872542
3353,S/K1/28,BHCB,130,237.277508679,4127.7265625,257.074820468996
3354,S/K1/28,BHCB,130,77.0158283594,427.904296875,83.4325344767286
3355,S/K1/28,BHCB,130,66.1682004704,309.404296875,71.7257939572322
3356,S/K1/28,BHCB,130,320.553266855,4971.966796875,347.344558644218
3357,S/K1/28,BHCB,130,522.017889202,13038.408203125,564.858874647546
3358,S/K1/28,BHCB,61,69.1987952549,320.009765625,75.0253580726681
3359,S/K1/28,BHCB,130,456.316362501,8414.828125,493.93159195444
3360,S/K1/28,BHCB,110,598.46516847,17123.982421875,648.620386382594
3361,S/K1/28,BHCB,175.5,210.578668724,3154.583984375,228.134853338298
3362,S/K1/28,BHCB,57,199.996506553,2809.994140625,216.549768950111
3363,S/K1/28,BHCB,48,119.836736681,896.708984375,129.820104677873
3364,S/K1/28,BHCB,98.3,307.446834645,6564.541015625,333.032632440377
3365,S/K1/28,BHCB,15,1001.9334495,45506.283203125,1085.96518881653
3366,S/K1/28,BHCB,30,701.677509132,32858.197265625,760.481437218839
3367,S/K1/28,BHCS,2,89.7389569164,489.484375,97.3388217078007
3368,S/K1/28,BHCS,1,30.9855387854,64.693359375,33.5428887981044
3369,S/K1/28,BHCS,4,147.846229863,1606.1484375,160.183110660071
3370,S/K10/28,BHCB,100,284.22846231,4574.701171875,308.382926123686
3371,S/K10/28,BHCB,100,251.817740456,3970.224609375,273.162625109411
3372,S/K10/28,BHCS,1,167.293081238,1534.51953125,181.468979661092
3373,S/K10/28,BHCB,100,302.063544105,5171.775390625,327.608684256339
3374,S/K10/28,BHCB,80,416.145891872,7828.423828125,451.761896472887
3375,S/K10/28,BHCS,8,302.262739068,5684.798828125,327.857756457924
3376,S/K10/28,BHCS,5,99.4512900696,698.3359375,107.801120584802
3377,S/K10/28,BHCB,100,298.175340679,5085.208984375,323.385376059438
3378,S/K10/28,BHCB,80,398.862896307,7684.498046875,432.955160033045
3379,S/K10/28,BHCB,100,299.27327879,6252.525390625,324.423613143168
3380,S/K10/28,BHCB,120,217.181673945,1990.58984375,235.517744193558
3381,S/K10/28,BHCB,80,263.506127012,4151.91015625,285.897202309202
3382,S/K10/28,BHCB,120,211.801479205,3065.3984375,229.616218551252
3383,S/K10/28,BHCB,100,434.963160153,13195.63671875,471.348708790907
3384,S/K10/28,BHCB,120,443.191703913,7079.90234375,480.428874561087
3385,S/K10/28,BHCB,100,306.970282276,6409.583984375,332.65241182761
3386,S/K10/28,BHCB,100,490.619665968,9522.271484375,531.765232180816
3387,S/K10/28,BHCB,80,420.235430309,8123.349609375,456.189766722326
3388,S/K10/28,BHCS,1,143.188708023,1489.080078125,155.122995191583
3389,S/K10/28,BHCB,80,345.146327245,6129.9609375,374.603352791422
3390,S/K10/28,BHCB,120,293.579589027,4925.20703125,318.441721268735
3391,S/K10/28,BHCB,100,261.063962532,4185.140625,283.101370103836
3392,S/K10/28,BHCS,8,206.451309708,2817.71875,223.615475247697
3393,S/K10/28,BHCB,120,407.321819929,7593.796875,442.137879790189
3394,S/K10/28,BHCB,100,260.573601015,4191.7890625,282.569109379104
3395,S/K10/28,BHCS,3,109.658468328,817.271484375,118.92685219299
3396,S/K10/28,BHCS,6,51.4128736147,136.349609375,55.6274771404093
3397,S/K10/28,BHCB,100,317.359266464,5795.294921875,343.525487246164
3398,S/K10/28,BHCB,100,301.715691872,5155.02734375,327.227447867331
3399,S/K10/28,BHCB,100,260.901412596,4209.974609375,282.919267812997
3400,S/K10/28,BHCS,8,655.083268573,11379.396484375,709.811293263725
3401,S/K10/28,BHCB,100,562.084600924,13507.626953125,608.944037225087
3402,S/K10/28,BHCS,3,241.339047556,3710.89453125,261.52841527766
3403,S/K10/28,BHCB,80,205.327770918,2833.51953125,222.691689037935
3404,S/K10/28,BHCB,120,128.408565776,1147.4296875,139.0804507207
3405,S/K10/28,BHCB,80,400.863289078,6840.248046875,433.92307419
3406,S/K10/28,BHCB,120,653.132135951,11906.1953125,708.31904966464
3407,S/K10/28,BHCB,120,406.7604223,7597.78515625,441.527029937511
3408,S/K10/28,BHCB,100,396.948293037,11489.126953125,430.06826020243
3409,S/K10/28,BHCB,100,376.866806989,6317.453125,408.792484237879
3410,S/K10/28,BHCS,4,256.624414299,2670.90234375,278.134060489691
3411,S/K10/28,BHCS,8,127.53338262,1023.71484375,138.297295425567
3412,S/K10/28,BHCB,100,99.0052209769,691.5234375,107.243169604564
3413,S/K10/28,BHCB,80,236.627408237,3534.1640625,256.692263467652
3414,S/K10/28,BHCB,80,292.940407482,4986.052734375,317.858398040846
3415,S/K10/28,BHCB,100,294.282039457,5614.6484375,318.835150854206
3416,S/K10/28,BHCB,80,193.386031396,2158.048828125,209.745995466484
3417,S/K10/28,BHCB,80,424.813614803,8978.572265625,461.112211604405
3418,S/K10/28,BHCS,8,204.898777115,2393.61328125,221.823437912315
3419,S/K10/28,BHCB,120,232.12114364,2491.775390625,251.906049372011
3420,S/K10/28,BHCB,80,319.00897088,5536.095703125,346.196538106813
3421,S/K10/28,BHCS,8,513.730595224,10379.974609375,556.299394760547
3422,S/K10/28,BHCB,100,342.184928259,7013.125,370.833415004231
3423,S/K10/28,BHCB,80,376.539858461,7116.24609375,408.694886063594
3424,S/K10/28,BHCB,100,366.484323265,9856.21484375,397.117326763642
3425,S/K10/28,BHCB,80,454.046751052,5404.515625,492.725446470298
3426,S/K10/28,BHCB,120,393.972073875,7070.951171875,427.134055182115
3427,S/K10/28,BHCB,120,288.130184501,4842.06640625,312.474294485962
3428,S/K10/28,BHCS,8,223.133173467,3403.25,241.98441952952
3429,S/K10/28,BHCB,120,295.866320656,5677.16796875,320.829064350368
3430,S/K10/28,BHCB,80,463.246184411,13198.912109375,501.744240026906
3431,S/K10/28,BHCB,80,194.027147776,2589.3828125,210.413052663666
3432,S/K10/28,BHCB,100,449.920326533,14666.328125,487.482499597415
3433,S/K10/28,BHCB,100,523.958925996,8151.791015625,567.863402230444
3434,S/K10/28,BHCB,100,272.959662352,2529.4453125,295.842541682627
3435,S/K10/28,BHCS,1,382.352197789,10078.216796875,414.183386559614
3436,S/K10/28,BHCB,80,330.002225747,5327.806640625,358.165468470678
3437,S/K10/28,BHCB,120,361.991496296,8843.130859375,391.931501884833
3438,S/K10/28,BHCB,120,194.605495519,2649.6484375,210.992782898044
3439,S/K10/28,BHCB,100,342.704990822,7034.380859375,371.400299663154
3440,S/K10/28,BHCB,100,492.976591751,16655.40234375,533.938959905875
3441,S/K10/28,BHCB,80,521.665664833,14613.23046875,564.823464717701
3442,S/K10/28,BHCB,80,139.196034138,1082.197265625,150.975545322037
3443,S/K10/28,BHCS,8,156.345167716,1740.021484375,169.363078117948
3444,S/K10/28,BHCS,11,112.693943874,914.80859375,122.061493818055
3445,S/K10/28,BHCB,100,261.495851475,4223.869140625,283.566301753126
3446,S/K10/28,BHCB,80,123.260671361,995.8515625,133.44833469754
3447,S/K10/28,BHCB,120,399.10395018,8548.203125,432.741625190639
3448,S/K10/28,BHCS,3,85.6576157558,445.888671875,92.9344984259359
3449,S/K10/28,BHCB,80,317.26468179,7133.87890625,343.680321310124
3450,S/K10/28,BHCB,100,320.277276956,5662.857421875,347.112321821164
3451,S/K10/28,BHCB,100,431.622508021,13668.3828125,467.717533587551
3452,S/K10/28,BHCB,120,380.136147683,6769.77734375,411.82393854564
3453,S/K10/28,BHCB,80,409.338591551,7218.828125,444.39481007716
3454,S/K10/28,BHCB,120,256.313606733,4109.36328125,277.942855915302
3455,S/K10/28,BHCB,80,421.104813828,8250.962890625,457.125986652731
3456,S/K10/28,BHCB,120,391.944644268,7252.697265625,425.430423888364
3457,S/K10/28,BHCB,100,519.887970245,11913.3515625,563.427808494078
3458,S/K10/28,BHCB,80,214.406424111,3118.427734375,232.517723816927
3459,S/K10/28,BHCB,80,416.447664223,7802.494140625,452.091861259339
3460,S/K10/28,BHCB,120,364.854125732,6602.830078125,395.821564862805
3461,S/K10/28,BHCB,100,196.950600171,2685.69921875,213.315465646662
3462,S/K10/28,BHCS,13,218.024349521,3066.69140625,236.372371966677
3463,S/K10/28,BHCB,120,144.005654323,1482.9921875,155.970825254118
3464,S/K10/28,BHCB,80,249.4604936,3769.375,270.653429161898
3465,S/K10/28,BHCS,2,133.615961681,1042.205078125,144.686227807329
3466,S/K10/28,BHCS,4,108.002150579,844.263671875,117.077592182942
3467,S/K10/28,BHCS,8,483.554412411,13024.9296875,523.541598920723
3468,S/K10/28,BHCB,80,559.29061491,19842.998046875,606.527845819224
3469,S/K10/28,BHCB,120,156.514348135,1789.16796875,169.58105198012
3470,S/K10/28,BHCS,3,352.68731651,6338.830078125,382.798217202771
3471,S/K10/28,BHCB,80,440.561432021,13837.0390625,477.599885206062
3472,S/K10/28,BHCB,120,404.02442837,12389.01171875,437.905448202798
3473,S/K10/28,BHCB,80,416.613909424,7782.51171875,452.274728252921
3474,S/K10/28,BHCS,3,78.2326361778,448.322265625,84.7741689612861
3475,S/K10/28,BHCB,100,261.485175261,4239.4296875,283.558987107826
3476,S/K10/28,BHCS,8,250.175546373,3110.38671875,271.23083397721
3477,S/K10/28,BHCB,120,332.258363547,5830.357421875,360.428419573738
3478,S/K10/28,BHCB,100,786.920561689,33802.74609375,853.051245894955
3479,S/K10/28,BHCS,7,99.6999007547,698.75,108.102489117854
3480,S/K10/28,BHCB,140,1804.30884135,65644.34765625,1956.8497606664
3481,S/K10/28,BHCB,100,190.655881534,2338.103515625,206.413913317735
3482,S/K10/28,BHCB,100,253.447678605,4869.89453125,274.642317877971
3483,S/K10/28,BHCB,100,797.411304441,33365.490234375,863.143683608093
3484,S/K10/28,BHCB,100,366.355858187,9853.65234375,396.981406097387
3485,S/K10/28,BHCB,120,224.453969506,3363.7421875,243.301317313053
3486,S/K10/28,BHCS,1,390.690573661,9896.083984375,423.717282243196
3487,S/K10/28,BHCS,1,58.6080436447,188.619140625,63.5926413104593
3488,S/K10/28,BHCB,80,66.3655214513,307.78125,71.9090017403451
3489,S/K10/28,BHCS,8,157.302395492,1805.013671875,170.50020238056
3490,S/K10/28,BHCS,1,86.2395160709,531.65234375,93.4345873679496
3491,S/K10/28,BHCS,5,152.647681316,1714.07421875,165.457973274164
3492,S/K10/28,BHCS,4,279.285942475,4842.263671875,302.602089971673
3493,S/K10/28,BHCB,60,187.335084714,2146.611328125,203.121943824932
3494,S/K10/28,BHCB,130,226.870238934,3523.9765625,245.978252272781
3495,S/K10/28,BHCB,80,665.650407034,17362.0859375,721.243055189409
3496,S/K10/28,BHCB,120,146.787200381,1529.5390625,158.984561697284
3497,S/K10/28,BHCB,80,79.2949770245,457.759765625,85.907106235692
3498,S/K10/28,BHCB,80,61.3320311221,234.4453125,66.388996496387
3499,S/K10/28,BHCB,80,118.943999554,922.27734375,128.772356167545
3500,S/K10/28,BHCB,100,332.064962378,6975.201171875,359.49696899991
3501,S/K9/28,BHCB,51.5,425.995959942,7665.2578125,461.661577623512
3502,S/K9/28,BHCS,2,101.366070741,729.73046875,109.884519681146
3503,S/K9/28,BHCB,120,594.677471709,10352.44921875,645.052662368086
3504,S/K9/28,BHCS,8,137.302418615,1264.52734375,148.805058465523
3505,S/K9/28,BHCB,100,939.113127775,25626.9140625,1017.98124642716
3506,S/K9/28,BHCS,5,126.453406891,905.6171875,137.20551002535
3507,S/K9/28,BHCB,15,220.216580769,2078.3828125,238.946642315842
3508,S/K9/28,BHCS,2,624.675009051,19387.873046875,677.26844075633
3509,S/K9/28,BHCS,8,317.647357559,7275.328125,344.410624919069
3510,S/K9/28,BHCB,41,402.821344331,8521.3671875,436.536042173352
3511,S/K9/28,BHCB,80,257.788338516,4838.03515625,279.33103009622
3512,S/K9/28,BHCB,80,213.22201191,2878.0234375,230.872940780066
3513,S/K9/28,BHCS,8,308.399240973,5884.9140625,334.179616644138
3514,S/K9/28,BHCS,7,225.890278285,3500.115234375,244.790178508443
3515,S/K9/28,BHCS,8,196.738543596,2409.884765625,213.333187870824
3516,S/K9/28,BHCB,100,261.654220499,3663.47265625,283.747215293666
3517,S/K9/28,BHCB,100,180.584543175,1559.388671875,195.996890930585
3518,S/K9/28,BHCB,120,344.616632953,7652.07421875,373.790879420562
3519,S/K9/28,BHCB,100,566.766520677,23150.75,614.022008945687
3520,S/K9/28,BHCB,80,271.70304489,5001.482421875,294.440240875445
3521,S/K9/28,BHCB,100,456.119595373,9153.087890625,494.911637951092
3522,S/K9/28,BHCB,80,287.1921681,5685.658203125,311.080097553098
3523,S/K9/28,BHCS,3,517.634913921,14649.99609375,561.758226158884
3524,S/K9/28,BHCB,120,528.325968206,18839.08984375,572.962189031811
3525,S/K9/28,BHCB,100,207.186369696,1801.814453125,224.32649187848
3526,S/K9/28,BHCB,80,143.962319718,1481.763671875,155.955857910933
3527,S/K9/28,BHCB,80,142.910345941,1492.775390625,154.832166675036
3528,S/K9/28,BHCB,120,246.567440276,4018.642578125,267.062989503842
3529,S/K9/28,BHCS,1,164.707540402,1969.603515625,178.40973461152
3530,S/K9/28,BHCB,120,293.97318686,4587.361328125,318.759897442676
3531,S/K9/28,BHCB,120,511.242232527,15759.5625,553.566002059915
3532,S/K9/28,BHCS,1,74.7453803075,304.919921875,80.8957831221879
3533,S/K9/28,BHCS,8,428.942122377,9979.646484375,464.461055892686
3534,S/K9/28,BHCS,10,240.599825643,4298.72265625,260.52068348372
3535,S/K9/28,BHCS,1,130.45194086,1247.09375,141.300536870504
3536,S/K9/28,BHCS,1,258.090269975,5378.21484375,279.51084240471
3537,S/K9/28,BHCB,80,340.180619115,7683.203125,368.360729864364
3538,S/K9/28,BHCB,80,141.684594317,1447.0078125,153.487075838555
3539,S/K9/28,BHCS,2,212.611912954,2463.732421875,230.534443979373
3540,S/K9/28,BHCS,3,254.168435908,4428.60546875,275.238228675259
3541,S/K9/28,BHCB,80,158.544736759,1744.1953125,171.749937256313
3542,S/K9/28,BHCB,100,470.348425094,13933.560546875,510.305424377523
3543,S/K9/28,BHCB,80,195.472268341,2507.46484375,211.644250611594
3544,S/K9/28,BHCB,100,180.000783561,2076.669921875,194.952630531429
3545,S/K9/28,BHCB,100,173.831963463,2203.703125,188.299055994281
3546,S/K9/28,BHCS,13,281.877678195,5828.353515625,305.407360416535
3547,S/K9/28,BHCB,105,412.439364779,11677.296875,447.113527035861
3548,S/K9/28,BHCS,5,220.702290363,1918.26171875,239.476572044801
3549,S/K9/28,BHCB,100,212.634802808,1944.966796875,230.842469681957
3550,S/K9/28,BHCB,80,418.408264634,8095.056640625,453.029944589089
3551,S/K9/28,BHCS,1,70.8669252846,369.59765625,76.776257122437
3552,S/K9/28,BHCS,1,117.555274391,927.00390625,127.448930710441
3553,S/K9/28,BHCB,80,146.650870987,1565.556640625,158.877957116817
3554,S/K9/28,BHCB,100,292.32488035,3180.6484375,316.318524492431
3555,S/K9/28,BHCB,80,406.044066493,6259.8515625,439.967710757601
3556,S/K9/28,BHCB,80,320.592657684,4625.330078125,347.123266941387
3557,S/K9/28,BHCS,2,157.560001546,1389.943359375,170.532422574221
3558,S/K9/28,BHCB,120,478.278198553,11091.970703125,518.658306143431
3559,S/K9/28,BHCS,3,156.561633232,1486.51171875,169.67164404891
3560,S/K9/28,BHCB,120,288.063200083,5923.078125,311.938615233296
3561,S/K9/28,BHCB,100,227.098670674,3411.291015625,245.923628983284
3562,S/K9/28,BHCB,52,640.240254797,25517.771484375,693.615994338974
3563,S/K9/28,BHCB,100,191.206997776,1678.212890625,207.537933230479
3564,S/K9/28,BHCB,80,142.295732648,1484.1640625,154.156064942918
3565,S/K9/28,BHCB,120,286.653506467,5799.087890625,310.504686983586
3566,S/K9/28,BHCS,2,168.678023569,2105.5390625,182.758440555989
3567,S/K9/28,BHCS,8,632.779865044,26082.259765625,686.05652506782
3568,S/K9/28,BHCB,105,667.405260347,32444.376953125,723.152114084095
3569,S/K9/28,BHCS,1,159.820148808,1503.7890625,173.200772251723
3570,S/K9/28,BHCB,80,242.805473456,4218.74609375,263.109533166411
3571,S/K9/28,BHCB,100,203.525445447,3226.63671875,220.469850685748
3572,S/K9/28,BHCS,8,75.5630360202,415.927734375,81.8641369280099
3573,S/K9/28,BHCB,120,235.194481809,2874.51171875,254.962026331042
3574,S/K9/28,BHCS,2,105.46969639,679.48046875,114.390478448104
3575,S/K9/28,BHCB,90,287.915773712,5249.392578125,312.133967362743
3576,S/K9/28,BHCB,80,146.535012181,1486.08984375,158.724844962736
3577,S/K9/28,BHCS,3,119.700186739,838.759765625,129.62795296352
3578,S/K9/28,BHCS,8,384.802558698,9076.6015625,417.080405397585
3579,S/K9/28,BHCS,11,158.642166321,1845.62890625,171.875938722621
3580,S/K9/28,BHCS,1,117.658798178,954.54296875,127.572213892333
3581,S/K9/28,BHCB,80,140.491674667,1419.73046875,152.200721443469
3582,S/K9/28,BHCB,120,472.762554455,13598.419921875,511.710292611302
3583,S/K9/28,BHCB,100,220.01383891,3114.365234375,238.65578782052
3584,S/K9/28,BHCB,120,271.503995455,4464.4609375,294.348850631321
3585,S/K9/28,BHCB,80,222.104616537,2581.66796875,240.76958740209
3586,S/K9/28,BHCB,80,130.796220542,1208.361328125,141.64929296153
3587,S/K9/28,BHCN, ,586.034807351,23835.94140625,634.644434836991
3588,S/K9/28,BHCB,80,561.96557307,10655.02734375,608.35694231349
3589,S/K9/28,BHCB,80,154.342042523,1120.697265625,167.120830487972
3590,S/K9/28,BHCB,150,261.626374037,4421.0546875,283.35949420959
3591,S/K9/28,BHCB,80,381.502295494,9307.74609375,413.205825786259
3592,S/K9/28,BHCN, ,1402.26052161,58962.685546875,1522.34012672096
3593,S/K9/28,BHCS,3,219.078744441,3321.619140625,237.199699566896
3594,S/K9/28,BHCS,4,193.782427935,2428.208984375,210.008999366832
3595,S/K9/28,BHCB,80,247.143773591,4398.43359375,267.803625574378
3596,S/K9/28,BHCB,100,509.547118563,15431.71875,552.138695092261
3597,S/K9/28,BHCB,100,229.318352126,3707.1015625,248.413127093653
3598,S/K9/28,BHCB,80,511.886876,5863.64453125,554.233668587393
3599,S/K9/28,BHCS,8,240.319651039,2421.896484375,260.354759550949
3600,S/K9/28,BHCB,120,205.647742962,2715.830078125,222.660214440715
3601,S/K9/28,BHCS,1,125.842122984,1006.59765625,136.48517901954
3602,S/K9/28,BHCS,10,320.420022637,7096.544921875,347.463204977205
3603,S/K9/28,BHCB,80,158.980640453,1294.078125,172.150501581582
3604,S/K9/28,BHCB,80,195.784382014,2535.66015625,212.060558960593
3605,S/K9/28,BHCB,120,288.361853062,3883.62109375,312.860927023787
3606,S/K9/28,BHCB,100,249.793911524,2907.14453125,270.315247359917
3607,S/K9/28,BHCB,80,125.517656311,1141.076171875,135.980758937587
3608,S/K9/28,BHCB,52,1651.35723561,193001.53515625,1789.19514836803
3609,S/K9/28,BHCB,80,160.449412634,1778.9453125,173.799564735115
3610,S/K9/28,BHCS,9,140.743077761,835.099609375,152.646798094088
3611,S/K9/28,BHCB,80,189.116206164,2158.50390625,204.993424609219
3612,S/K9/28,BHCB,80,157.248226977,1781.890625,170.342156227146
3613,S/K9/28,BHCS,1,93.8064541369,445.73828125,101.662930767238
3614,S/K9/28,BHCB,80,1065.81816409,50006.908203125,1155.30002479307
3615,S/K9/28,BHCB,80,158.115586296,1792.806640625,171.282580108077
3616,S/K9/28,BHCB,100,424.247235158,9776.23828125,459.841813758904
3617,S/K9/28,BHCB,120,503.819151087,16971.68359375,546.463048727781
3618,S/K9/28,BHCB,80,133.667573549,1273.232421875,144.799578541417
3619,S/K9/28,BHCB,100,188.763284319,1713.12109375,204.238505831112
3620,S/K9/28,BHCB,120,231.263569475,3562.4609375,250.464850504975
3621,S/K9/28,BHCB,100,326.197568081,7717.0546875,353.329151129375
3622,S/K9/28,BHCB,150,507.789722722,17794.544921875,550.075040683817
3623,S/K9/28,BHCB,80,375.918926724,10075.7109375,407.651795457978
3624,S/K9/28,BHCB,120,263.419828656,5005.794921875,285.246579917113
3625,S/K9/28,BHCS,8,218.778578437,2029.486328125,237.282271406866
3626,S/K9/28,BHCB,110,164.763632675,1985.869140625,178.493056797903
3627,S/K9/28,BHCB,120,447.575142013,9044.943359375,485.610224022766
3628,S/K9/28,NBA,NBA,346.011360802,1913.376953125,374.243845629997
3629,S/K9/28,BHCB,15,346.422941211,7153.9375,375.396610742778
3630,S/K9/28,BHCB,75,363.481497792,7557.6171875,393.953954047734
3631,S/K9/28,BHCB,40,191.945885699,2218.427734375,207.897805581322
3632,S/K9/28,NBA,NBA,486.947091141,4710.5390625,527.351994833073
3633,S/K9/28,BHCB,75,338.41794378,7153.599609375,366.401763363574
3634,S/K9/28,BHCB,40,302.662462639,4490.837890625,327.556800525628
3635,S/K8/24,BHCS,1,394.644049045,10818.982421875,428.004338020963
3636,S/K8/24,BHCS,1,57.5310220325,237.900390625,62.3284610369148
3637,S/K8/24,BHCS,1,93.2580275239,704.720703125,101.0982406031
3638,S/K8/24,BHCS,1,124.67756276,773.150390625,135.015940052853
3639,S/K8/24,BHCB,100,379.936883494,10700.888671875,411.748212422399
3640,S/K8/24,BHCS,8,264.174862967,3960.796875,286.114095287215
3641,S/K8/24,BHCS,8,352.346292081,9504.8984375,381.722104452975
3642,S/K8/24,BHCS,8,434.183344229,11619.73046875,470.612336485808
3643,S/K8/24,BHCS,3,535.855195011,20133.736328125,580.416408270292
3644,S/K8/24,BHCB,120,708.65361123,30555.306640625,767.799798338969
3645,S/K8/24,BHCB,80,595.48044857,19097.64453125,644.435943174818
3646,S/K8/24,BHCB,60,332.631782559,8322.275390625,360.380338124858
3647,S/K8/24,BHCB,100,537.089861624,18685.21875,582.419761015471
3648,S/K8/24,BHCS,2,139.72144627,1195.861328125,151.358898442773
3649,S/K8/24,BHCS,8,200.825796913,2914.072265625,217.667064083371
3650,S/K8/24,BHCS,1,63.6548844606,302.515625,68.9822846676693
3651,S/K8/24,BHCB,100,1033.97565298,44344.041015625,1121.38590085291
3652,S/K8/24,BHCS,1,37.0572545158,100.416015625,40.1527638496585
3653,S/K8/24,BHCS,8,274.975001926,4342.541015625,297.835660132635
3654,S/K8/24,BHCS,8,228.763736752,3633.642578125,247.806521005485
3655,S/K8/24,BHCB,120,304.610281985,4072.921875,330.204175315166
3656,S/K8/24,BHCB,140,235.296318871,2789.236328125,254.965690621738
3657,S/K8/24,BHCB,140,311.095340367,4498.94140625,336.943426513238
3658,S/K8/24,BHCS,4,83.427029974,225.205078125,90.288368476264
3659,S/K8/24,BHCS,3,82.9154308267,219.349609375,90.016526686084
3660,S/K8/24,BHCS,3,145.794033585,394.705078125,158.198186329196
3661,S/K8/24,BHCS,6,94.0571185708,222.9453125,101.942596279754
3662,S/K8/24,NBA,NBA,93.2527054071,419.8671875,101.086950480703
3663,S/K8/24,NBA,NBA,123.315019047,606.142578125,133.732060539008
3664,S/K8/24,BHCS,1,982.881570018,66034.779296875,1066.13264530352
3665,S/K8/24,BHCS,2,273.273790712,2137.646484375,296.672911446093
3666,S/K8/24,BHCB,160,1078.02591855,39065.662109375,1167.66587217246
3667,S/K8/24,BHCB,180,962.289965235,25750.529296875,1042.2688691186
3668,S/K8/24,BHCB,150,1114.33359362,58395.2734375,1206.31181726766
3669,S/K8/24,NBA,NBA,247.097205,2521.0625,267.560518930669
3670,S/K8/24,BHCS,8,383.871857581,9041.67578125,415.986646180449
3671,S/K8/24,BHCB,100,623.917637045,24797.423828125,676.010701567525
3672,S/K8/24,BHCB,140,442.889590785,12326.865234375,480.204830238682
3673,S/K8/24,NBA,NBA,1011.35406096,5917.037109375,1095.03262029855
3674,S/K8/24,BHCB,120,611.769057256,19852.802734375,662.87491491929
3675,S/K8/24,BHCB,100,519.361864227,18868.65234375,562.426850208603
3676,S/K8/24,BHCB,120,355.703571132,9542.69921875,385.555114888726
3677,S/K8/24,BHCB,100,515.410450466,18619.5234375,558.210274759509
3678,S/K8/24,BHCB,120,335.390940809,8347.751953125,363.61731942583
3679,S/K8/24,BHCS,3,278.362057051,6014.87109375,301.666052877487
3680,S/K8/24,NBA,NBA,119.446621688,640.28515625,129.363739265512
3681,S/K8/24,BHCB,100,561.691179433,19242.73828125,609.210532769938
3682,S/K8/24,BHCB,100,221.664822712,3598.26953125,240.272850910205
3683,S/K8/24,NBA,NBA,231.102944889,1456.99609375,249.88571516238
3684,S/K8/24,BHCS,1,341.487713273,8890.9921875,370.268225306546
3685,S/K8/24,BHCS,8,278.891011657,4110.845703125,302.164389236476
3686,S/K8/24,BHCS,1,46.8370489113,159.833984375,50.7700167641038
3687,S/K8/24,BHCB,100,884.973444079,37062.6171875,960.075295913431
3688,S/K8/24,BHCS,8,982.283761595,30053.50390625,1064.36506274995
3689,S/K8/24,BHCS,10,153.342572144,1774.3125,166.284221120006
3690,S/K8/24,BHCS,11,281.354700461,3560.6640625,305.245986368191
3691,S/K8/24,BHCS,1,1097.45702241,28871.626953125,1189.62338542369
